IDX,발화자,발화문,카테고리,QA번호,QA여부,감성,인텐트,가격,수량,크기,장소,조직,사람,시간,날짜,상품명,상담번호,상담내순번
26296,c,대장내시경 전에 따로 준비해야 하는 거 있나요?,병원,42113,q,m,외래_방법_질문,,,,,,,,,대장내시경,42113,1
26297,s,관장만 확실하게 하고 오시면 됩니다.,병원,42113,a,m,외래_방법_질문,,,,,,,,,,42113,2
26298,c,턱 보톡스 효과는 몇 개월 동안 지속되는 건지 알려주실래요?,병원,22334,q,m,외래_방법_질문,,,,,,,,,턱 보톡스,22334,1
26299,s,턱 보톡스 효과는 평균 6개월 동안 지속돼요.,병원,22334,a,m,외래_방법_질문,,,,,,,,,턱 보톡스,22334,2
26300,c,피코레이저를 받고 나서 바로 화장을 해도 되나요?,병원,28084,q,m,외래_방법_질문,,,,,,,,,피코레이저,28084,1
26301,s,"네, 바로 화장을 해도 상관이 없습니다.",병원,28084,a,m,외래_방법_질문,,,,,,,,,,28084,2
26302,c,유방촬영 다른데서 한 것 CD로 담아가면 그영상을 참고 하시나요?,병원,18875,q,m,외래_방법_질문,,,,,,,,,유방촬영,18875,1
26303,s,"네, 유방촬영 영상 담아오시면 본원 검사 결과 판독 시 참고합니다.",병원,18875,a,m,외래_방법_질문,,,,,,,,,유방촬영,18875,2
26304,c,봉침 맞고 나서 부작용 올라올 수도 있지 않나요?,병원,3829,q,m,외래_방법_질문,,,,,,,,,봉침,3829,1
26305,s,일시적으로 그럴 가능성도 없진 않아요.,병원,3829,a,m,외래_방법_질문,,,,,,,,,,3829,2
26306,c,고양이 입냄새 때문에 왔는데 발치까지 해야 되는 건가요?,병원,32107,q,m,외래_방법_질문,,,,,,,,,발치,32107,1
26307,s,"네, 발치해야 하는 상태입니다.",병원,32107,a,m,외래_방법_질문,,,,,,,,,발치,32107,2
26308,c,유방촬영은 몇 세부터 해 보도록 권장하고 있나요?,병원,57378,q,m,외래_방법_질문,,,,,,,,,유방촬영,57378,1
26309,s,최근 동향으로는 만 35세부터 검사 받기를 권장하고 있습니다.,병원,57378,a,m,외래_방법_질문,,,,,,,,,,57378,2
26310,c,일반건강검진 받을 때 피 검사도 하는 거 아니에요?,병원,8244,q,m,외래_방법_질문,,,,,,,,,피 검사,8244,1
26311,s,피 검사도 하는 거 맞습니다.,병원,8244,a,m,외래_방법_질문,,,,,,,,,피 검사,8244,2
26312,c,마늘주사에는 마늘이 들어있는 건가요?,병원,19246,q,m,외래_방법_질문,,,,,,,,,마늘주사,19246,1
26313,s,아니오 그냥 임의로 붙인 이름이고 마늘주사에는 푸르설티아민이라는 성분이 들어있습니다.,병원,19246,a,m,외래_방법_질문,,,,,,,,,마늘주사|푸르설티아민,19246,2
26314,c,임플란트 받고 나서 얼마 후에 교체해야 하나요?,병원,9399,q,m,외래_방법_질문,,,,,,,,,임플란트,9399,1
26315,s,관리만 잘 해주시면 교체 없이 쭉 쓰실 수도 있어요.,병원,9399,a,m,외래_방법_질문,,,,,,,,,,9399,2
26316,c,독감예방주사는 열이 나면 맞을 수 없죠?,병원,39632,q,m,외래_방법_질문,,,,,,,,,독감예방주사,39632,1
26317,s,"네, 열 나시면 예방 주사 접종 불가능해요.",병원,39632,a,m,외래_방법_질문,,,,,,,,,예방 주사,39632,2
26318,c,마취 풀리기 전까지 식사하면 안 되죠?,병원,25070,q,m,외래_방법_질문,,,,,,,,,마취,25070,1
26319,s,"네, 마취 풀릴 때까지 기다려 주세요.",병원,25070,a,m,외래_방법_질문,,,,,,,,,마취,25070,2
26320,c,제가 임산부인데 엑스레이 찍어도 돼요?,병원,7750,q,m,외래_방법_질문,,,,,,,,,엑스레이,7750,1
26321,s,"예, 임산부도 엑스레이 촬영 가능하세요.",병원,7750,a,m,외래_방법_질문,,,,,,,,,엑스레이,7750,2
26322,c,대장 내시경 진행 중 조직을 떼어내기도 하나요?,병원,8764,q,m,외래_방법_질문,,,,,,,,,대장 내시경,8764,1
26323,s,"네, 작은 조직들은 바로 떼어내며 진행합니다. ",병원,8764,a,m,외래_방법_질문,,,,,,,,,,8764,2
26324,c,만약 밤에 진통이 오면 그때는 어떻게 해야 하나요?,병원,19314,q,m,외래_방법_질문,,,,,,,,,,19314,1
26325,s,언제든 병원에 먼저 전화를 주시고 오시면 됩니다.,병원,19314,a,m,외래_방법_질문,,,,,,,,,,19314,2
26326,c,넓은 모공에 피코레이저가 효과적인가요?,병원,28080,q,m,외래_방법_질문,,,,,,,,,피코레이저,28080,1
26327,s,"네, 넓은 모공에 피코레이저가 효과적입니다.",병원,28080,a,m,외래_방법_질문,,,,,,,,,피코레이저,28080,2
26328,c,보톡스 한 번 맞으면 효과가 얼마나 지속돼요?,병원,7988,q,m,외래_방법_질문,,,,,,,,,보톡스,7988,1
26329,s,보톡스는 일반적으로 5~6개월 정도 효과가 지속된다고 보시면 됩니다.,병원,7988,a,m,외래_방법_질문,,,,,,,,,보톡스,7988,2
26330,c,뜸 뜨면 아픈 게 많이 심한가요?,병원,39341,q,m,외래_방법_질문,,,,,,,,,뜸,39341,1
26331,s,"아뇨, 통증은 전혀 없다고 생각하셔도 됩니다.",병원,39341,a,m,외래_방법_질문,,,,,,,,,,39341,2
26332,c,내일 위내시경 하는데 오늘부터 금식이에요?,병원,3382,q,m,외래_방법_질문,,,,,,,,,위내시경,3382,1
26333,s,"네, 오늘 저녁까지 드시고 그 이후로 금식하세요.",병원,3382,a,m,외래_방법_질문,,,,,,,,,,3382,2
26334,c,몇시쯤 가면 독감 예방 주사 재고가 있을까요?,병원,2596,q,m,외래_방법_질문,,,,,,,,,독감 예방 주사,2596,1
26335,s,"오전 중에 오시면, 재고 걱정 없이 독감 예방 접종 받으실 수 있습니다.",병원,2596,a,m,외래_방법_질문,,,,,,,,,독감 예방 접종,2596,2
26336,c,보건증 발급 받으려면 무슨 검사 받아야 하는지 알려주실래요?,병원,37881,q,m,외래_방법_질문,,,,,,,,,,37881,1
26337,s,"네, 오늘 폐결핵 검사, 전염성 피부질환 검사, 장티푸스 검사 이렇게 받아야 해요.",병원,37881,a,m,외래_방법_질문,,,,,,,,,폐결핵 검사|전염성 피부질환 검사|장티푸스 검사,37881,2
26338,c,강아지 백신주사는 체중이 몇 g부터 맞을 수 있는 거죠?,병원,38095,q,m,외래_방법_질문,,,,,,,,,백신주사,38095,1
26339,s,체중이 700g 넘어야 맞을 수 있습니다.,병원,38095,a,m,외래_방법_질문,,,,,,,,,,38095,2
26340,c,"아이 얼굴에 있는 점을 제거하고 싶은데, 레이저로 하면 아이가 많이 아파하지 않을까요?",병원,53196,q,m,외래_방법_질문,,,,,,,,,레이저,53196,1
26341,s,"조금 아프긴 할 텐데, 아이가 너무 아파할 것 같으면 더 큰 다음에 다시 방문하세요.",병원,53196,a,m,외래_방법_질문,,,,,,,,,,53196,2
26342,c,봉침 맞고 그 자리가 많이 부으면 어떻게 하나요?,병원,39590,q,m,외래_방법_질문,,,,,,,,,봉침,39590,1
26343,s,일단 냉찜질 해 주시고 심하면 병원으로 연락주세요.,병원,39590,a,m,외래_방법_질문,,,,,,,,,,39590,2
26344,c,사랑니 발치 후에 빨대는 쓰면 안 되나요?,병원,9587,q,m,외래_방법_질문,,,,,,,,,사랑니 발치,9587,1
26345,s,"네, 당분간은 빨대는 쓰지 마세요. ",병원,9587,a,m,외래_방법_질문,,,,,,,,,,9587,2
26346,c,온레이 대신 크라운 치료로 바꿀 수 있나요?,병원,41106,q,m,외래_방법_질문,,,,,,,,,온레이|크라운,41106,1
26347,s,"네, 다만 치아 상태에 따라 가능합니다.",병원,41106,a,m,외래_방법_질문,,,,,,,,,,41106,2
26348,c,일반건강검진 받으려고 하는데 물도 당일 아침에 마시면 안 되죠?,병원,53528,q,m,외래_방법_질문,,,,,,,,,,53528,1
26349,s,"네, 당일 아침에 물도 마시면 안 돼요.",병원,53528,a,m,외래_방법_질문,,,,,,,,,,53528,2
26350,c,지금 너무 아픈데 그냥 치아 스케일링 맞아요?,병원,37270,q,m,외래_방법_질문,,,,,,,,,치아 스케일링,37270,1
26351,s,"네, 다른 치료 없이 치아 스케일링만 했어요.",병원,37270,a,m,외래_방법_질문,,,,,,,,,치아 스케일링,37270,2
26352,c,오늘 발치하면 한동안 매운 거 못 먹죠?,병원,37338,q,m,외래_방법_질문,,,,,,,,,발치,37338,1
26353,s,매운 거 먹음 치료한 부위가 덧날 수 있어요.,병원,37338,a,m,외래_방법_질문,,,,,,,,,,37338,2
26354,c,고양이도 헌혈하면 나중에 수혈이 필요할 때 도움 받을 수 있는 건가요?,병원,41964,q,m,외래_방법_질문,,,,,,,,,헌혈|수혈,41964,1
26355,s,"네, 사람 헌혈과 비슷하다고 보시면 됩니다.",병원,41964,a,m,외래_방법_질문,,,,,,,,,,41964,2
26356,c,1차 기형아 검사는 다운증후군 선별하려고 진행하는 건가요?,병원,55900,q,m,외래_방법_질문,,,,,,,,,1차 기형아 검사,55900,1
26357,s,"네, 1차 기형아 검사는 다운증후군 선별하려고 진행하는 겁니다.",병원,55900,a,m,외래_방법_질문,,,,,,,,,1차 기형아 검사,55900,2
26358,c,아까 봉침 맞고 갔는데 붓기가 있어서 어떻게 해야 하는지 연락드렸는데요.,병원,3833,q,m,외래_방법_질문,,,,,,,,,봉침,3833,1
26359,s,붓기 주변에 얼음찜질을 해 주시면 좋습니다.,병원,3833,a,m,외래_방법_질문,,,,,,,,,,3833,2
26360,c,하루에 교정시술이랑 미백시술 같이 가능할까요?,병원,37608,q,m,외래_방법_질문,,,,,,,,,교정시술|미백시술,37608,1
26361,s,"#이름#, #이름# 두 분다 병원에서 유명한 선생님이에요.",병원,37608,a,m,외래_방법_질문,,,,,,,,,,37608,2
26362,c,피부 스케일링 하면 무슨 효과가 있어요?,병원,9792,q,m,외래_방법_질문,,,,,,,,,피부 스케일링,9792,1
26363,s,"피부톤, 각질제거, 피지제거, 여드름 개선 등의 효과가 있어요.",병원,9792,a,m,외래_방법_질문,,,,,,,,,,9792,2
26364,c,고양이의 다리뼈가 부러진 것이 아닌지 엑스레이를 찍어 보는게 좋을까요?,병원,59182,q,m,외래_방법_질문,,,,,,,,,엑스레이,59182,1
26365,s,"네, 다리가 불편해 보인다면 엑스레이 촬영을 해보는 것이 좋을 것 같습니다.",병원,59182,a,m,외래_방법_질문,,,,,,,,,엑스레이,59182,2
26366,c,교정 시술로 유명한 선생님 성함 좀 알려주세요.,병원,21502,q,m,외래_방법_질문,,,,,,,,,교정 시술,21502,1
26367,s,"#이름#, #이름# 두 분다 유명하십니다.",병원,21502,a,m,외래_방법_질문,,,,,,,,,,21502,2
26368,c,조직검사 결과는 언제 알 수 있을까요?,병원,17259,q,m,외래_방법_질문,,,,,,,,,조직검사,17259,1
26369,s,5일 내로 나와요.,병원,17259,a,m,외래_방법_질문,,,,,,,,,,17259,2
26370,c,이 동물병원에서 탄 약 다른 병원에서도 탈 수 있나요?,병원,58462,q,m,외래_방법_질문,,,,,,,,,약,58462,1
26371,s,"네, 다른 곳에서도 타실 수 있습니다.",병원,58462,a,m,외래_방법_질문,,,,,,,,,,58462,2
26372,c,다이어트한약 먹고 나면 좀 두근거리는데 먹어도 괜찮은 건가요?,병원,3817,q,m,외래_방법_질문,,,,,,,,,다이어트한약,3817,1
26373,s,"네, 적응되고 나면 차차 증상이 없어질 거예요.",병원,3817,a,m,외래_방법_질문,,,,,,,,,,3817,2
26374,c,고양이 건강검진 하려고 하는데 금식은 몇 시간 해야 하나요?,병원,30062,q,m,외래_방법_질문,,,,,,,,,,30062,1
26375,s,혈액 검사가 들어가서 고양이 최소 8시간은 금식시켜야 합니다.,병원,30062,a,m,외래_방법_질문,,,,,,,,,혈액 검사,30062,2
26376,c,발목뼈 부러진 거 맞나요?,병원,17062,q,m,외래_방법_질문,,,,,,,,,,17062,1
26377,s,"아뇨, 뼈는 괜찮고 인대가 좀 늘어났네요.",병원,17062,a,m,외래_방법_질문,,,,,,,,,,17062,2
26378,c,한약은 항상 같은 시간에 먹어야 하나요?,병원,24549,q,m,외래_방법_질문,,,,,,,,,한약,24549,1
26379,s,"아니요, 식후에만 드시면 됩니다. ",병원,24549,a,m,외래_방법_질문,,,,,,,,,,24549,2
26380,c,추나치료로 임산부 관절통도 증상이 완화 될까요?,병원,55279,q,m,외래_방법_질문,,,,,,,,,추나치료,55279,1
26381,s,"네, 추나치료 임신하신 분들 관절통에도 받으시면 좋아요.",병원,55279,a,m,외래_방법_질문,,,,,,,,,추나치료,55279,2
26382,c,여드름 치료하고 나서 하지 말아야 하는 것 있어요?,병원,9798,q,m,외래_방법_질문,,,,,,,,,여드름 치료,9798,1
26383,s,필링이나 각질제거는 하지 않으셔야 합니다.,병원,9798,a,m,외래_방법_질문,,,,,,,,,,9798,2
26384,c,독감주사 맞고 샤워하면 안 좋은가요?,병원,56162,q,m,외래_방법_질문,,,,,,,,,독감주사,56162,1
26385,s,독감주사 맞은 날은 샤워하시는 게 도움되지 않아요.,병원,56162,a,m,외래_방법_질문,,,,,,,,,독감주사,56162,2
26386,c,"강아지의 소변에서 혈액이 섞여 나오는데, 방사선으로 확인해 봐야 하나요?",병원,24195,q,m,외래_방법_질문,,,,,,,,,방사선,24195,1
26387,s,"네, 방사선으로 확인해 본 후에 정확한 원인을 말씀해 드릴게요.",병원,24195,a,m,외래_방법_질문,,,,,,,,,방사선,24195,2
26388,c,저희 고양이 몸무게가 500g인데 지금은 백신접종 불가 맞아요?,병원,38087,q,m,외래_방법_질문,,,,,,,,,백신접종,38087,1
26389,s,"네, 500g이면 지금은 접종 불가 맞아요.",병원,38087,a,m,외래_방법_질문,,,,,,,,,,38087,2
26390,c,수면내시경 받고 운전해서 귀가해도 되는 거죠?,병원,911,q,m,외래_방법_질문,,,,,,,,,수면내시경,911,1
26391,s,"아니요, 마취가 덜 풀리면 위험하기 때문에 운전은 하시면 안 돼요.",병원,911,a,m,외래_방법_질문,,,,,,,,,,911,2
26392,c,인식표 삽입 내부에다가 하는건 어떻게 하는거죠?,병원,27500,q,m,외래_방법_질문,,,,,,,,,인식표 삽입,27500,1
26393,s,주사로 몸 안에 넣는 방식이에요.,병원,27500,a,m,외래_방법_질문,,,,,,,,,주사,27500,2
26394,c,"아이가 고열에 숨도 헐떡거려서 왔는데, 흉부 X-ray를 찍어봐야 할까요?",병원,8430,q,m,외래_방법_질문,,,,,,,,,흉부 X-ray,8430,1
26395,s,"네, 청진해보고 흉부 X-ray를 찍어 보겠습니다.",병원,8430,a,m,외래_방법_질문,,,,,,,,,흉부 X-ray,8430,2
26396,c,유도 분만 시작하기 전에 금식해야 돼요?,병원,7776,q,m,외래_방법_질문,,,,,,,,,유도 분만,7776,1
26397,s,"예, 전날 저녁부터 금식하셔야 됩니다.",병원,7776,a,m,외래_방법_질문,,,,,,,,,,7776,2
26398,c,오늘 크라운 치료하는 게 좋겠죠?,병원,37325,q,m,외래_방법_질문,,,,,,,,,크라운 치료,37325,1
26399,s,환자분 충치가 심해서 하셔야 돼요.,병원,37325,a,m,외래_방법_질문,,,,,,,,,,37325,2
26400,c,인식표 삽입 내부에 하는 건 어떤 방식으로 하는 거죠?,병원,42451,q,m,외래_방법_질문,,,,,,,,,인식표 삽입,42451,1
26401,s,주사로 체내에 넣는 방식이에요.,병원,42451,a,m,외래_방법_질문,,,,,,,,,주사,42451,2
26402,c,앞니만 간단하게 부분교정할 수 있는 거죠?,병원,22067,q,m,외래_방법_질문,,,,,,,,,부분교정,22067,1
26403,s,"네, 앞니만 부분교정 할 수 있습니다.",병원,22067,a,m,외래_방법_질문,,,,,,,,,부분교정,22067,2
26404,c,이 네뷸라이저 한참 한 것 같은데 끝나려면 아직 멀었나요?,병원,1570,q,m,외래_방법_질문,,,,,,,,,네뷸라이저,1570,1
26405,s,"예, 네뷸라이저 끝나려면 아직 3분 정도 남았어요.",병원,1570,a,m,외래_방법_질문,,,,,,,,,네뷸라이저,1570,2
26406,c,고양이가 나이가 좀 있어서 걱정인데 치아 스케일링을 받아도 괜찮을까요?,병원,59221,q,m,외래_방법_질문,,,,,,,,,치아 스케일링,59221,1
26407,s,"네, 나이가 있어도 치아 스케일링을 받는다고 건강상의 문제가 발생하지 않습니다. ",병원,59221,a,m,외래_방법_질문,,,,,,,,,치아 스케일링,59221,2
26408,c,부정교합 교정하려면 몇 년이나 이 교정장치를 유지하고 있어야 해요?,병원,30607,q,m,외래_방법_질문,,,,,,,,,교정,30607,1
26409,s,부정교합은 교정장치를 1년 정도 유지하면 많이 좋아질 겁니다.,병원,30607,a,m,외래_방법_질문,,,,,,,,,교정장치,30607,2
26410,c,크라운에 사용된 도재 치아도 색이 변할 수 있나요?,병원,41707,q,m,외래_방법_질문,,,,,,,,,크라운|도재,41707,1
26411,s,"아니요, 색이 변하는 제품이 아닙니다.",병원,41707,a,m,외래_방법_질문,,,,,,,,,,41707,2
26412,c,수면내시경 중 마취가 풀리면 더이상 검사 못 받나요?,병원,18298,q,m,외래_방법_질문,,,,,,,,,수면내시경|마취,18298,1
26413,s,"아니요, 마취가 풀려도 검사는 계속됩니다.",병원,18298,a,m,외래_방법_질문,,,,,,,,,마취,18298,2
26414,c,제가 맞은 턱 보톡스 효과는 얼마간 지속되는 건가요?,병원,22328,q,m,외래_방법_질문,,,,,,,,,턱 보톡스,22328,1
26415,s,환자분께서 맞으신 턱 보톡스 효과는 6개월간 지속됩니다.,병원,22328,a,m,외래_방법_질문,,,,,,,,,턱 보톡스,22328,2
26416,c,이제 임플란트 받을 때까지는 임시틀니 쓰면 안 되죠?,병원,9439,q,m,외래_방법_질문,,,,,,,,,임플란트|임시틀니,9439,1
26417,s,"네, 이제부터는 임시틀니 쓰시면 안 돼요. ",병원,9439,a,m,외래_방법_질문,,,,,,,,,임시틀니,9439,2
26418,c,저주파 치료는 보통 몇 분동안 하나요?,병원,46665,q,m,외래_방법_질문,,,,,,,,,저주파 치료,46665,1
26419,s,"네, 보통 15분을 넘어가게 하지는 않습니다. ",병원,46665,a,m,외래_방법_질문,,,,,,,,,,46665,2
26420,c,설사 많이 심할 때는 수액 맞는 게 좋을까요?,병원,32486,q,m,외래_방법_질문,,,,,,,,,수액,32486,1
26421,s,"네, 설사가 심하면 탈수가 올 수 있어서 수액 맞으시면 좋을 겁니다.",병원,32486,a,m,외래_방법_질문,,,,,,,,,수액,32486,2
26422,c,치아 스케일링 시킬 때 고양이에게 마취를 하지 않고 진행 할 수는 없나요?,병원,59213,q,m,외래_방법_질문,,,,,,,,,치아 스케일링|마취,59213,1
26423,s,"네, 마취 없이 고양이의 치아 스케일링을 하기는 어렵습니다.",병원,59213,a,m,외래_방법_질문,,,,,,,,,치아 스케일링|마취,59213,2
26424,c,채혈 안하는 주사치료 없나요?,병원,6491,q,m,외래_방법_질문,,,,,,,,,주사,6491,1
26425,s,네 그런건 없어요.,병원,6491,a,m,외래_방법_질문,,,,,,,,,,6491,2
